accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.24541909992694855,0,9,,
,0,9,1.0853825807571411,
0.3182261288166046,1,19,,
,1,19,1.0297847986221313,
0.34048083424568176,2,29,,
,2,29,0.9212080836296082,
0.3667641282081604,3,39,,
,3,39,0.9612472653388977,
,4,49,,1.0379750728607178
0.377816766500473,4,49,,
,4,49,0.9524135589599609,
0.40214425325393677,5,59,,
,5,59,0.8989890813827515,
0.42241716384887695,6,69,,
,6,69,0.8961489796638489,
0.4318957030773163,7,79,,
,7,79,0.8807002902030945,
0.42817845940589905,8,89,,
,8,89,0.8982070684432983,
,9,99,,0.9397855401039124
0.4314814805984497,9,99,,
,9,99,0.8481389284133911,
0.4395711421966553,10,109,,
,10,109,0.8714359998703003,
0.44900909066200256,11,119,,
,11,119,0.8815487027168274,
0.45414605736732483,12,129,,
,12,129,0.8481910824775696,
0.4562378227710724,13,139,,
,13,139,0.8495779037475586,
,14,149,,0.9042384624481201
0.4611046314239502,14,149,,
,14,149,0.8537305593490601,
0.46195176243782043,15,159,,
,15,159,0.8059843182563782,
0.46539387106895447,16,169,,
,16,169,0.8673707842826843,
0.4680420160293579,17,179,,
,17,179,0.790858805179596,
0.47172462940216064,18,189,,
,18,189,0.8175562024116516,
,19,199,,0.737520694732666
0.47268033027648926,19,199,,
,19,199,0.8088051080703735,
