accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.5037037134170532,0,9,,
,0,9,1.0077922344207764,
0.44736844301223755,1,19,,
,1,19,0.8958500623703003,
0.4409356713294983,2,29,,
,2,29,0.8178068399429321,
0.41837233304977417,3,39,,
,3,39,0.7943254113197327,
,4,49,,0.8427221179008484
0.41224172711372375,4,49,,
,4,49,0.8015931844711304,
0.40568551421165466,5,59,,
,5,59,0.7412768602371216,
0.40562519431114197,6,69,,
,6,69,0.7574528455734253,
0.41425439715385437,7,79,,
,7,79,0.7214829325675964,
0.4262075126171112,8,89,,
,8,89,0.7648307085037231,
,9,99,,0.7503897547721863
0.4385964870452881,9,99,,
,9,99,0.7626553773880005,
0.4441432058811188,10,109,,
,10,109,0.7868524789810181,
0.45185184478759766,11,119,,
,11,119,0.729512095451355,
0.4524666368961334,12,129,,
,12,129,0.6891762018203735,
0.4590086340904236,13,139,,
,13,139,0.6782355904579163,
,14,149,,0.5885809063911438
0.46458739042282104,14,149,,
,14,149,0.6824935078620911,
0.47288012504577637,15,159,,
,15,159,0.6796253323554993,
0.46846693754196167,16,169,,
,16,169,0.7206324338912964,
0.47348928451538086,17,179,,
,17,179,0.7087999582290649,
0.47837284207344055,18,189,,
,18,189,0.6424087285995483,
,19,199,,0.7655081748962402
0.4805458188056946,19,199,,
,19,199,0.659471869468689,
