accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.5091617703437805,0,9,,
,0,9,1.045981526374817,
0.4740740656852722,1,19,,
,1,19,0.8504568338394165,
0.45919427275657654,2,29,,
,2,29,0.8234256505966187,
0.45867446064949036,3,39,,
,3,39,0.7835549116134644,
,4,49,,0.7473079562187195
0.42479532957077026,4,49,,
,4,49,0.7547040581703186,
0.4036712050437927,5,59,,
,5,59,0.8441834449768066,
0.40852129459381104,6,69,,
,6,69,0.8199113011360168,
0.40489766001701355,7,79,,
,7,79,0.7884336113929749,
0.42150747776031494,8,89,,
,8,89,0.7509688138961792,
,9,99,,1.0871435403823853
0.4351072311401367,9,99,,
,9,99,0.8365036249160767,
0.4400496184825897,10,109,,
,10,109,0.7154022455215454,
0.4415854513645172,11,119,,
,11,119,0.7284905314445496,
0.45003747940063477,12,129,,
,12,129,0.7418220043182373,
0.45285436511039734,13,139,,
,13,139,0.6952201724052429,
,14,149,,0.9279443621635437
0.45776480436325073,14,149,,
,14,149,0.6893056631088257,
0.4637061357498169,15,159,,
,15,159,0.7142924666404724,
0.463914692401886,16,169,,
,16,169,0.6881915926933289,
0.46451160311698914,17,179,,
,17,179,0.689012885093689,
0.46412229537963867,18,189,,
,18,189,0.7154607772827148,
,19,199,,0.7097952365875244
0.4657602310180664,19,199,,
,19,199,0.7018387913703918,
