,kidney_glob,kidney_glob_reperfusion,kidney_sel,kidney_sel_reperfusion
kidney_glob,59.04255319148937,3.1914893617021276,36.17021276595745,1.5957446808510638
kidney_glob_reperfusion,22.727272727272727,49.24242424242424,3.0303030303030303,25.0
kidney_sel,2.6785714285714284,0.8928571428571428,86.60714285714286,9.821428571428571
kidney_sel_reperfusion,0.0,0.0,9.615384615384617,90.38461538461539
