accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.49161791801452637,0,9,,
,0,9,0.9805352091789246,
0.5077972412109375,1,19,,
,1,19,0.8075305223464966,
0.48505523800849915,2,29,,
,2,29,0.7718199491500854,
0.47992202639579773,3,39,,
,3,39,0.7323648929595947,
,4,49,,0.6959971785545349
0.44152048230171204,4,49,,
,4,49,0.7106310129165649,
0.44411957263946533,5,59,,
,5,59,0.7615391612052917,
0.45873016119003296,6,69,,
,6,69,0.7568024396896362,
0.4489278793334961,7,79,,
,7,79,0.742989182472229,
0.45852285623550415,8,89,,
,8,89,0.7120873928070068,
,9,99,,1.0016059875488281
0.4589863717556,9,99,,
,9,99,0.7622979283332825,
0.46390217542648315,10,109,,
,10,109,0.6613715887069702,
0.4667641222476959,11,119,,
,11,119,0.6670085191726685,
0.4733843207359314,12,129,,
,12,129,0.6992242932319641,
0.47717905044555664,13,139,,
,13,139,0.643757700920105,
,14,149,,0.800639808177948
0.48320987820625305,14,149,,
,14,149,0.6285876631736755,
0.48423489928245544,15,159,,
,15,159,0.6515833735466003,
0.4869624972343445,16,169,,
,16,169,0.6158100366592407,
0.48758935928344727,17,179,,
,17,179,0.5994963049888611,
0.48854008316993713,18,189,,
,18,189,0.6214145421981812,
,19,199,,0.5580585598945618
0.49020469188690186,19,199,,
,19,199,0.6194702982902527,
