accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.1666666716337204,0,9,,
,0,9,0.9968533515930176,
0.32575756311416626,1,19,,
,1,19,0.8496516346931458,
0.38383838534355164,2,29,,
,2,29,0.846718430519104,
0.4570707082748413,3,39,,
,3,39,0.8537276983261108,
,4,49,,0.8769873976707458
0.5040404200553894,4,49,,
,4,49,0.8277856111526489,
0.5244107842445374,5,59,,
,5,59,0.7121713757514954,
0.523809552192688,6,69,,
,6,69,0.7430711388587952,
0.5324074029922485,7,79,,
,7,79,0.7262240052223206,
0.5422745943069458,8,89,,
,8,89,0.8590832948684692,
,9,99,,0.8854094743728638
0.5415825247764587,9,99,,
,9,99,0.8158016204833984,
0.5497398376464844,10,109,,
,10,109,0.739212691783905,
0.5565376281738281,11,119,,
,11,119,0.7588016390800476,
0.5560735464096069,12,129,,
,12,129,0.7514404058456421,
0.5686628222465515,13,139,,
,13,139,0.7789634466171265,
,14,149,,0.7425503134727478
0.5748597383499146,14,149,,
,14,149,0.7697492241859436,
0.5829124450683594,15,159,,
,15,159,0.7175803184509277,
0.5900178551673889,16,169,,
,16,169,0.6925578117370605,
0.5889450311660767,17,179,,
,17,179,0.7264620661735535,
0.5927698016166687,18,189,,
,18,189,0.6942895650863647,
,19,199,,0.8294079899787903
0.6020202040672302,19,199,,
,19,199,0.7473657727241516,
