run,test_acc,val_acc,kidney_glob_reperfusion_recall_pct,kidney_glob_reperfusion_correct,kidney_glob_reperfusion_total,kidney_glob_recall_pct,kidney_sel_recall_pct,kidney_sel_reperfusion_recall_pct
w8_lr5e4_bs64_std,0.7063758389261745,0.3951367781155015,86.36363636363636,114,132,51.06382978723404,83.48214285714286,46.15384615384615
w8_lr3e4_bs32_std,0.714765100671141,0.42249240121580545,82.57575757575758,109,132,48.93617021276596,88.39285714285714,51.92307692307693
w5_lr5e4_bs32_std,0.38422818791946306,0.41641337386018235,65.9090909090909,87,132,60.1063829787234,6.696428571428571,26.923076923076923
w12_lr3e4_bs32_std,0.3775167785234899,0.3009118541033435,60.60606060606061,80,132,76.06382978723404,0.4464285714285714,1.9230769230769231
w5_lr3e4_bs16_std,0.6912751677852349,0.5045592705167173,58.333333333333336,77,132,57.44680851063831,85.26785714285714,69.23076923076923
w3_lr5e4_bs32_std,0.6996644295302014,0.6003039513677811,49.24242424242424,65,132,59.04255319148937,86.60714285714286,90.3846153846154
