accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.35068225860595703,0,9,,
,0,9,1.1332597732543945,
0.47982457280158997,1,19,,
,1,19,0.9810358285903931,
0.5019493103027344,2,29,,
,2,29,0.9353395700454712,
0.46057504415512085,3,39,,
,3,39,0.9063771963119507,
,4,49,,1.0169748067855835
0.4387134611606598,4,49,,
,4,49,0.8724845051765442,
0.4458414614200592,5,59,,
,5,59,0.906181812286377,
0.457866907119751,6,69,,
,6,69,0.906974196434021,
0.4718567132949829,7,79,,
,7,79,0.8544557690620422,
0.4840155839920044,8,89,,
,8,89,0.821419894695282,
,9,99,,1.0610111951828003
0.48584794998168945,9,99,,
,9,99,0.8497921824455261,
0.4914584457874298,10,109,,
,10,109,0.8050764799118042,
0.49613386392593384,11,119,,
,11,119,0.8085008859634399,
0.4981706440448761,12,129,,
,12,129,0.8434637188911438,
0.5017961859703064,13,139,,
,13,139,0.7714935541152954,
,14,149,,1.0367993116378784
0.5058349370956421,14,149,,
,14,149,0.7944610714912415,
0.5022417306900024,15,159,,
,15,159,0.7706526517868042,
0.503875732421875,16,169,,
,16,169,0.7633362412452698,
0.5049166083335876,17,179,,
,17,179,0.7456890344619751,
0.5066995024681091,18,189,,
,18,189,0.7440856695175171,
,19,199,,0.8381475806236267
0.5095516443252563,19,199,,
,19,199,0.7677664160728455,
