accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.24541909992694855,0,9,,
,0,9,0.9461783170700073,
0.3182261288166046,1,19,,
,1,19,0.8248834609985352,
0.3229369819164276,2,29,,
,2,29,0.7862190008163452,
0.3399610221385956,3,39,,
,3,39,0.7594873905181885,
,4,49,,1.1505473852157593
0.33481481671333313,4,49,,
,4,49,0.7739501595497131,
0.3551981747150421,5,59,,
,5,59,0.7338957786560059,
0.38284599781036377,6,69,,
,6,69,0.7502049207687378,
0.4076267182826996,7,79,,
,7,79,0.711124062538147,
0.42705219984054565,8,89,,
,8,89,0.6716806292533875,
,9,99,,1.0482133626937866
0.4165107309818268,9,99,,
,9,99,0.764399528503418,
0.4246145784854889,10,109,,
,10,109,0.7022078633308411,
0.4263157844543457,11,119,,
,11,119,0.7611809372901917,
0.42246213555336,12,129,,
,12,129,0.6845291256904602,
0.43157896399497986,13,139,,
,13,139,0.7057728171348572,
,14,149,,0.5820232629776001
0.4405588209629059,14,149,,
,14,149,0.6414604783058167,
0.44471248984336853,15,159,,
,15,159,0.6175640821456909,
0.4515078663825989,16,169,,
,16,169,0.6274992823600769,
0.4557504951953888,17,179,,
,17,179,0.622397780418396,
0.45915666222572327,18,189,,
,18,189,0.6231206655502319,
,19,199,,0.6683927178382874
0.4637719392776489,19,199,,
,19,199,0.5972622632980347,
