accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.3707602322101593,0,9,,
,0,9,1.000281572341919,
0.36403509974479675,1,19,,
,1,19,0.7957037091255188,
0.37979209423065186,2,29,,
,2,29,0.7938050031661987,
0.399463951587677,3,39,,
,3,39,0.7864491939544678,
,4,49,,0.690340518951416
0.4248732924461365,4,49,,
,4,49,0.7583068609237671,
0.438336580991745,5,59,,
,5,59,0.7923802137374878,
0.4456419050693512,6,69,,
,6,69,0.7236726880073547,
0.4634990394115448,7,79,,
,7,79,0.7605458498001099,
0.4633961617946625,8,89,,
,8,89,0.720218300819397,
,9,99,,0.934073269367218
0.46526315808296204,9,99,,
,9,99,0.7642842531204224,
0.4717526137828827,10,109,,
,10,109,0.7396718263626099,
0.47777777910232544,11,119,,
,11,119,0.6733930706977844,
0.47515371441841125,12,129,,
,12,129,0.7126516103744507,
0.46851852536201477,13,139,,
,13,139,0.7850566506385803,
,14,149,,0.7306175827980042
0.4734632968902588,14,149,,
,14,149,0.6884151697158813,
0.47417154908180237,15,159,,
,15,159,0.7146795988082886,
0.4791537821292877,16,169,,
,16,169,0.7018922567367554,
0.4861273765563965,17,179,,
,17,179,0.6611355543136597,
0.487155020236969,18,189,,
,18,189,0.6738654375076294,
,19,199,,0.6176171898841858
0.4891910254955292,19,199,,
,19,199,0.6968790888786316,
