accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.3128654956817627,0,9,,
,0,9,0.9684348106384277,
0.33576998114585876,1,19,,
,1,19,0.8554593324661255,
0.35419103503227234,2,29,,
,2,29,0.762511670589447,
0.3634015619754791,3,39,,
,3,39,0.7811427116394043,
,4,49,,0.8932145833969116
0.369746595621109,4,49,,
,4,49,0.7876702547073364,
0.3909356892108917,5,59,,
,5,59,0.7615276575088501,
0.4071289300918579,6,69,,
,6,69,0.7597247362136841,
0.4194444417953491,7,79,,
,7,79,0.7120200395584106,
0.41345030069351196,8,89,,
,8,89,0.7472675442695618,
,9,99,,0.8256936073303223
0.4075048863887787,9,99,,
,9,99,0.7287893295288086,
0.4199184775352478,10,109,,
,10,109,0.7606605291366577,
0.4253248870372772,11,119,,
,11,119,0.7348304986953735,
0.4315039813518524,12,129,,
,12,129,0.7120620608329773,
0.43458646535873413,13,139,,
,13,139,0.7168195843696594,
,14,149,,0.7210865020751953
0.4366731643676758,14,149,,
,14,149,0.6964726448059082,
0.4415326714515686,15,159,,
,15,159,0.6530381441116333,
0.4466116428375244,16,169,,
,16,169,0.7024486660957336,
0.4461122155189514,17,179,,
,17,179,0.6288545727729797,
0.4508053958415985,18,189,,
,18,189,0.6656079292297363,
,19,199,,0.5438817739486694
0.4542202949523926,19,199,,
,19,199,0.649992048740387,
