,kidney_glob,kidney_glob_reperfusion,kidney_sel,kidney_sel_reperfusion
kidney_glob,76.06382978723404,19.148936170212767,0.0,4.787234042553192
kidney_glob_reperfusion,28.78787878787879,60.60606060606061,0.0,10.606060606060606
kidney_sel,43.75,40.625,0.4464285714285714,15.178571428571427
kidney_sel_reperfusion,0.0,98.07692307692307,0.0,1.9230769230769231
