,kidney_glob,kidney_glob_reperfusion,kidney_sel,kidney_sel_reperfusion
kidney_glob,60.1063829787234,9.574468085106384,25.53191489361702,4.787234042553192
kidney_glob_reperfusion,1.5151515151515151,65.9090909090909,20.454545454545457,12.121212121212121
kidney_sel,41.07142857142857,25.892857142857146,6.696428571428571,26.339285714285715
kidney_sel_reperfusion,0.0,73.07692307692307,0.0,26.923076923076923
