accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.27173489332199097,0,9,,
,0,9,0.9350212812423706,
0.3313840329647064,1,19,,
,1,19,0.8220005035400391,
0.37868747115135193,2,29,,
,2,29,0.7116754055023193,
0.44434699416160583,3,39,,
,3,39,0.7260793447494507,
,4,49,,0.8063085675239563
0.43356725573539734,4,49,,
,4,49,0.7222706079483032,
0.4404158592224121,5,59,,
,5,59,0.6930158138275146,
0.4555555582046509,6,69,,
,6,69,0.6846631765365601,
0.45129144191741943,7,79,,
,7,79,0.6291685700416565,
0.4566601812839508,8,89,,
,8,89,0.6691808700561523,
,9,99,,0.7373309135437012
0.4609551727771759,9,99,,
,9,99,0.6199158430099487,
0.4693071246147156,10,109,,
,10,109,0.6348387002944946,
0.4768843352794647,11,119,,
,11,119,0.6104979515075684,
0.4809117019176483,12,129,,
,12,129,0.5869860053062439,
0.486577570438385,13,139,,
,13,139,0.5704078078269958,
,14,149,,0.5477344989776611
0.4905003309249878,14,149,,
,14,149,0.563218891620636,
0.4924585819244385,15,159,,
,15,159,0.5199538469314575,
0.49470245838165283,16,169,,
,16,169,0.5597017407417297,
0.497108519077301,17,179,,
,17,179,0.49496203660964966,
0.49933314323425293,18,189,,
,18,189,0.5331330895423889,
,19,199,,0.49240604043006897
0.5004581212997437,19,199,,
,19,199,0.4943814277648926,
