accuracy,epoch,step,train/ce_loss_epoch,train/ce_loss_step
0.29061272740364075,0,17,,
,0,17,1.0834314823150635,
0.40535926818847656,1,35,,
,1,35,0.8801913857460022,
,2,49,,0.9009006023406982
0.45107242465019226,2,53,,
,2,53,0.8598034977912903,
0.4624893367290497,3,71,,
,3,71,0.794682502746582,
0.4608567953109741,4,89,,
,4,89,0.8560165166854858,
,5,99,,0.9128916263580322
0.4668373465538025,5,107,,
,5,107,0.7798397541046143,
0.47110918164253235,6,125,,
,6,125,0.7589596509933472,
0.47841355204582214,7,143,,
,7,143,0.7478576302528381,
,8,149,,0.596527099609375
0.4796268045902252,8,161,,
,8,161,0.7254929542541504,
0.48133811354637146,9,179,,
,9,179,0.7797970175743103,
0.48273828625679016,10,197,,
,10,197,0.7668471932411194,
,11,199,,0.9064429402351379
0.4839051067829132,11,215,,
,11,215,0.7547743320465088,
0.48489242792129517,12,233,,
,12,233,0.7555258274078369,
,13,249,,0.6812394261360168
0.4857386648654938,13,251,,
,13,251,0.708059549331665,
0.48647210001945496,14,269,,
,14,269,0.7637302875518799,
0.4871138334274292,15,287,,
,15,287,0.7051982879638672,
,16,299,,0.6825591325759888
0.4876801073551178,16,305,,
,16,305,0.6808195114135742,
0.4881834387779236,17,323,,
,17,323,0.7246246933937073,
0.48863378167152405,18,341,,
,18,341,0.7332620024681091,
,19,349,,0.6785098910331726
0.4890390932559967,19,359,,
,19,359,0.7259431481361389,
0.4894058108329773,20,377,,
,20,377,0.7188336849212646,
0.48973917961120605,21,395,,
,21,395,0.7198195457458496,
,22,399,,0.5957449674606323
0.490043580532074,22,413,,
,22,413,0.7028558850288391,
0.4903225898742676,23,431,,
,23,431,0.7001034617424011,
,24,449,,0.7078244090080261
0.4905792772769928,24,449,,
,24,449,0.693331241607666,
0.49081623554229736,25,467,,
,25,467,0.6935114860534668,
0.4910356402397156,26,485,,
,26,485,0.7096186280250549,
,27,499,,0.713675856590271
0.4929400384426117,27,503,,
,27,503,0.6481072902679443,
0.4930710792541504,28,521,,
,28,521,0.6552216410636902,
0.4931933879852295,29,539,,
,29,539,0.720637857913971,
