,kidney_glob,kidney_glob_reperfusion,kidney_sel,kidney_sel_reperfusion
kidney_glob,57.446808510638306,3.1914893617021276,39.361702127659576,0.0
kidney_glob_reperfusion,21.96969696969697,58.333333333333336,7.575757575757576,12.121212121212121
kidney_sel,2.6785714285714284,1.3392857142857142,85.26785714285714,10.714285714285714
kidney_sel_reperfusion,0.0,25.0,5.769230769230769,69.23076923076923
