,kidney_glob,kidney_glob_reperfusion,kidney_sel,kidney_sel_reperfusion
kidney_glob,76.06382978723404,0.0,22.340425531914892,1.5957446808510638
kidney_glob_reperfusion,48.484848484848484,4.545454545454546,18.181818181818183,28.78787878787879
kidney_sel,20.535714285714285,0.0,69.19642857142857,10.267857142857142
kidney_sel_reperfusion,0.0,0.0,17.307692307692307,82.6923076923077
